county,state,cases,deaths,2020 population,2019 raw GDP,percent change 2020
Lamar,Mississippi,4106,60.0,64368.0,1554407,-0.8
Lauderdale,Mississippi,4941,171.0,72706.0,3001657,-1
Lawrence,Mississippi,918,16.0,11984.0,314077,-2.2
Leake,Mississippi,2049,51.0,21247.0,568700,-13.5
Lee,Mississippi,7668,118.0,83228.0,4500737,-2.2
Leflore,Mississippi,2649,101.0,28196.0,1060040,-0.6
Lincoln,Mississippi,2551,79.0,34815.0,1048638,-1.8
Lowndes,Mississippi,4394,92.0,58726.0,2689273,1.5
Madison,Mississippi,7194,136.0,109222.0,5683451,-1.9
Marion,Mississippi,1757,63.0,24399.0,800451,-0.3
Marshall,Mississippi,2915,63.0,33754.0,624585,9.9
Monroe,Mississippi,3007,89.0,34093.0,177180,9.1
Montgomery,Mississippi,984,31.0,9793.0,338713,5.3
Neshoba,Mississippi,3006,141.0,28992.0,961264,-9.1
Newton,Mississippi,1615,33.0,21243.0,1925849,-1.5
Noxubee,Mississippi,932,20.0,10231.0,215682,-3.3
Oktibbeha,Mississippi,3409,74.0,51710.0,1572994,0.4
Panola,Mississippi,3202,70.0,33114.0,1010158,-3.2
Pearl River,Mississippi,2581,81.0,56140.0,1002782,-0.7
Perry,Mississippi,878,30.0,11470.0,267093,0.1
Pike,Mississippi,2210,71.0,40209.0,1015496,-1.7
Pontotoc,Mississippi,3171,42.0,31206.0,880658,-2.3
Prentiss,Mississippi,2101,42.0,24935.0,531098,-0.2
Quitman,Mississippi,600,7.0,6153.0,87374,3.1
Rankin,Mississippi,8793,165.0,157052.0,6017152,-0.5
Scott,Mississippi,2131,40.0,27958.0,1071336,-5.6
Sharkey,Mississippi,387,17.0,3767.0,87206,11.2
Simpson,Mississippi,2042,63.0,25893.0,582672,-6.8
Smith,Mississippi,1021,20.0,14204.0,375623,-13.6
Stone,Mississippi,1173,18.0,18333.0,329580,2.1
Sunflower,Mississippi,2408,61.0,25826.0,563419,3.8
Tallahatchie,Mississippi,1228,32.0,12670.0,252415,-3.4
Tate,Mississippi,2391,56.0,28124.0,456178,-0.3
Tippah,Mississippi,1993,40.0,21732.0,577956,1.1
Tishomingo,Mississippi,1583,53.0,18822.0,512912,5.3
Tunica,Mississippi,758,19.0,9720.0,471684,-10.2
Union,Mississippi,2809,42.0,27780.0,1020219,-3.6
Walthall,Mississippi,1002,34.0,13863.0,246986,-6.3
Warren,Mississippi,2743,78.0,44548.0,2060226,-1.4
Washington,Mississippi,4259,116.0,44613.0,,
Wayne,Mississippi,1671,27.0,19778.0,,
Webster,Mississippi,760,18.0,9921.0,,
Wilkinson,Mississippi,532,23.0,8525.0,,
Winston,Mississippi,1834,50.0,17673.0,,
Yalobusha,Mississippi,995,32.0,12446.0,,
Yazoo,Mississippi,2114,50.0,26618.0,,
Adair,Missouri,1764,11.0,25246.0,737525,-0.4
Andrew,Missouri,1091,14.0,18083.0,310653,-2.8
Atchison,Missouri,260,5.0,5306.0,302486,2.4
Audrain,Missouri,1829,36.0,24925.0,846959,2.5
Barry,Missouri,1781,36.0,34539.0,1500459,-5.6
Barton,Missouri,764,8.0,11613.0,307003,13.1
Bates,Missouri,834,12.0,16044.0,424729,3.8
Benton,Missouri,1189,16.0,19409.0,372269,-4.3
Bollinger,Missouri,956,12.0,10525.0,181707,-0.6
Boone,Missouri,13835,58.0,183894.0,8779082,-0.1
Buchanan,Missouri,8368,132.0,84615.0,4615246,-2.4
Butler,Missouri,2805,15.0,42007.0,1291293,3.5
Caldwell,Missouri,545,5.0,8806.0,195641,3.1
Callaway,Missouri,3778,20.0,44288.0,1677115,-0.2
Camden,Missouri,3143,63.0,42784.0,1411312,-3.1
Cape Girardeau,Missouri,7754,109.0,81788.0,3692214,-1.9
Carroll,Missouri,650,18.0,8461.0,343686,-7.6
Carter,Missouri,373,6.0,5207.0,110034,-1.5
Cass,Missouri,5627,54.0,108113.0,2483369,0
Cedar,Missouri,516,8.0,14199.0,247450,6.9
Chariton,Missouri,332,3.0,7380.0,276708,0.6
Christian,Missouri,6285,49.0,89224.0,1621747,-1.7
Clark,Missouri,371,4.0,6632.0,134550,10.6
Clay,Missouri,7134,98.0,253923.0,11428296,-1.7
Clinton,Missouri,1248,56.0,21204.0,356628,5.6
Cole,Missouri,7605,90.0,77198.0,4857848,0.4
Cooper,Missouri,1493,20.0,17089.0,406235,1.3
Crawford,Missouri,1706,19.0,23026.0,613080,-4.7
Dade,Missouri,585,29.0,7586.0,171732,7.4
Dallas,Missouri,697,18.0,17099.0,238940,-2.7
Daviess,Missouri,468,9.0,8427.0,171701,8.4
DeKalb,Missouri,780,19.0,11014.0,297239,4.1
Dent,Missouri,701,8.0,14418.0,346832,-3.6
Douglas,Missouri,617,19.0,11592.0,198365,-4
Dunklin,Missouri,2083,15.0,28178.0,686935,-7.9
Franklin,Missouri,6556,113.0,104769.0,4231890,0.9
Gasconade,Missouri,675,29.0,14745.0,432845,-2.3
Gentry,Missouri,604,16.0,6115.0,225703,-1.9
Greene,Missouri,21496,297.0,299060.0,15402263,-2.7
Grundy,Missouri,679,23.0,9729.0,328426,-4.4
Harrison,Missouri,633,10.0,8155.0,229958,6.2
Henry,Missouri,1432,22.0,21949.0,645737,1.8
Hickory,Missouri,425,9.0,8303.0,135172,-1
Holt,Missouri,324,9.0,4186.0,231480,-6.7
Howard,Missouri,617,2.0,10144.0,209628,-0.5
Howell,Missouri,2313,37.0,39750.0,1148568,-2.2
Iron,Missouri,408,1.0,9515.0,426690,-0.6
Jackson,Missouri,23425,243.0,717243.0,43134462,-3.3
Jasper,Missouri,6020,84.0,122766.0,5038849,-4.5
Jefferson,Missouri,16795,134.0,226929.0,4766570,-0.9
Johnson,Missouri,3214,29.0,54002.0,1664977,3.2
Joplin,Missouri,3975,74.0,,,
Kansas City,Missouri,30039,352.0,,,
Knox,Missouri,150,1.0,3732.0,123389,4.7
Laclede,Missouri,2491,46.0,36024.0,1128475,-3.1
Lafayette,Missouri,2058,40.0,33001.0,751965,2.5
Lawrence,Missouri,2293,52.0,37963.0,825513,-2.9
Lewis,Missouri,539,3.0,10031.0,216083,9.7
Lincoln,Missouri,3536,20.0,59829.0,1164851,1.7
Linn,Missouri,417,11.0,11849.0,380959,3.5
Livingston,Missouri,1036,23.0,14562.0,534086,-1.8
Macon,Missouri,916,10.0,15182.0,516095,-4.2
Madison,Missouri,1200,10.0,12600.0,270617,-2.9
Maries,Missouri,463,6.0,8427.0,164529,-2.2
Marion,Missouri,2329,24.0,28470.0,1080989,1.2
McDonald,Missouri,2013,27.0,23285.0,692997,-2.5
Mercer,Missouri,131,1.0,3515.0,104194,-0.4
Miller,Missouri,2024,41.0,24733.0,629216,-1.5
Mississippi,Missouri,1137,15.0,12537.0,,
Moniteau,Missouri,1488,17.0,15464.0,,
Monroe,Missouri,516,5.0,8666.0,,
Montgomery,Missouri,498,9.0,11262.0,,
Morgan,Missouri,1444,24.0,20997.0,,
New Madrid,Missouri,1615,31.0,16329.0,,
Newton,Missouri,3467,46.0,58613.0,,
Nodaway,Missouri,2348,19.0,21218.0,,
Oregon,Missouri,532,3.0,8617.0,,
Osage,Missouri,1188,8.0,13249.0,,
Ozark,Missouri,378,4.0,8514.0,,
Pemiscot,Missouri,1273,21.0,15585.0,,
Perry,Missouri,1852,19.0,18960.0,,
Pettis,Missouri,4186,61.0,42951.0,,
Phelps,Missouri,2480,85.0,44517.0,,
Pike,Missouri,1275,14.0,17613.0,,
Platte,Missouri,2420,23.0,107100.0,,
Polk,Missouri,2576,36.0,31577.0,,
Pulaski,Missouri,2546,27.0,53964.0,,
Putnam,Missouri,199,1.0,4676.0,,
Ralls,Missouri,660,7.0,10351.0,,
Randolph,Missouri,1599,17.0,24636.0,,
Ray,Missouri,1115,8.0,23100.0,,
Reynolds,Missouri,414,3.0,6078.0,,
Ripley,Missouri,673,8.0,10680.0,,
Saline,Missouri,1994,23.0,23319.0,,
Schuyler,Missouri,199,1.0,4007.0,,
Scotland,Missouri,227,3.0,4698.0,,
Scott,Missouri,3328,60.0,38009.0,,
Shannon,Missouri,408,9.0,7041.0,,
Shelby,Missouri,293,4.0,6101.0,,
St. Charles,Missouri,29669,330.0,406258.0,,
St. Clair,Missouri,458,5.0,9340.0,,
St. Francois,Missouri,6539,69.0,66900.0,,
St. Louis,Missouri,69480,1391.0,1002838.0,,
St. Louis city,Missouri,17028,302.0,,,
Ste. Genevieve,Missouri,1412,5.0,18476.0,,
Stoddard,Missouri,2015,33.0,28652.0,,
Stone,Missouri,1612,24.0,31175.0,,
Sullivan,Missouri,656,10.0,5976.0,,
Taney,Missouri,3752,52.0,56020.0,,
Texas,Missouri,1339,17.0,24413.0,,
Vernon,Missouri,1082,19.0,19642.0,,
Warren,Missouri,2021,19.0,35707.0,,
Washington,Missouri,1780,39.0,23499.0,,
Wayne,Missouri,663,6.0,10913.0,,
Webster,Missouri,2423,38.0,39168.0,,
Worth,Missouri,119,1.0,1962.0,,
Wright,Missouri,1068,23.0,18180.0,,
Beaverhead,Montana,769,8.0,9372.0,414564,-3.8
Big Horn,Montana,2050,58.0,13051.0,836632,-3.7
Blaine,Montana,603,22.0,7002.0,179601,3.4
Broadwater,Montana,294,1.0,6846.0,179006,-6.3
Carbon,Montana,682,8.0,10512.0,356067,-2.7
Carter,Montana,135,4.0,1413.0,47247,34.6
Cascade,Montana,6634,104.0,84328.0,3360305,-3
Chouteau,Montana,371,4.0,5899.0,265710,-1.5
Custer,Montana,987,9.0,11859.0,429174,-1.5
Daniels,Montana,138,5.0,1658.0,92786,26.2
Dawson,Montana,926,23.0,8922.0,388339,4.8
Deer Lodge,Montana,847,9.0,9413.0,244118,-2.8
Fallon,Montana,268,2.0,3033.0,219722,8.8
Fergus,Montana,860,13.0,11457.0,460431,-3.4
Flathead,Montana,8854,56.0,104773.0,3803189,-2.9
Gallatin,Montana,9454,38.0,119502.0,5681075,-0.4
Garfield,Montana,72,2.0,1172.0,36695,41.2
Glacier,Montana,1324,23.0,13747.0,454195,-4.1
Golden Valley,Montana,43,0.0,820.0,26100,13.6
Granite,Montana,162,2.0,3308.0,95758,-6.8
Hill,Montana,1639,34.0,16250.0,707555,-4.3
Jefferson,Montana,777,4.0,12133.0,254886,-5.4
Judith Basin,Montana,77,0.0,2017.0,109019,0.6
Lake,Montana,1471,16.0,31259.0,743490,3.1
Lewis and Clark,Montana,4859,38.0,71093.0,3181806,-1.4
Liberty,Montana,101,1.0,1960.0,238216,-8.9
Lincoln,Montana,1089,9.0,19731.0,513071,2.6
Madison,Montana,509,3.0,8657.0,452720,0.3
McCone,Montana,143,0.0,1733.0,91490,18.7
Meagher,Montana,111,7.0,1925.0,63779,-1.1
Mineral,Montana,177,0.0,4565.0,90725,-2.1
Missoula,Montana,6390,54.0,118238.0,5058473,-2.1
Musselshell,Montana,264,7.0,4747.0,280330,1
Park,Montana,876,6.0,17193.0,553023,-3.8
Petroleum,Montana,10,1.0,498.0,17467,7.8
Phillips,Montana,426,12.0,4190.0,124813,15.8
Pondera,Montana,387,3.0,5882.0,254349,-11.2
Powder River,Montana,102,5.0,1693.0,128802,59.8
Powell,Montana,788,5.0,6934.0,204717,-2.2
Prairie,Montana,124,2.0,1076.0,42010,20.2
Ravalli,Montana,2156,26.0,44351.0,1028184,1.3
Richland,Montana,875,11.0,11501.0,971753,-1.4
Roosevelt,Montana,1390,51.0,10780.0,430092,1.6
Rosebud,Montana,1027,28.0,8298.0,822307,-15.3
Sanders,Montana,440,3.0,12451.0,312130,5.2
Sheridan,Montana,357,5.0,3518.0,161902,17.8
Silver Bow,Montana,3033,34.0,35168.0,1373204,-2.9
Stillwater,Montana,543,8.0,9010.0,630901,13
Sweet Grass,Montana,314,6.0,3671.0,234806,8
Teton,Montana,312,5.0,6242.0,253241,-3
Toole,Montana,673,8.0,4964.0,347247,-0.2
Treasure,Montana,43,1.0,761.0,92761,-13.9
Valley,Montana,644,7.0,7551.0,282412,8.6
Wheatland,Montana,141,6.0,2093.0,90823,2.5
Wibaux,Montana,113,4.0,928.0,46523,15.6
Yellowstone,Montana,13847,161.0,165045.0,8821423,-2.5
Adams,Nebraska,2285,36.0,31147.0,1760031,-5
Antelope,Nebraska,427,4.0,6276.0,517205,15.8
Arthur,Nebraska,18,0.0,431.0,21336,9.3
Banner,Nebraska,26,0.0,683.0,47381,7.1
Blaine,Nebraska,16,0.0,431.0,36270,5.3
Boone,Nebraska,418,4.0,5351.0,421853,3.9
Box Butte,Nebraska,783,8.0,10824.0,571373,-3.8
Boyd,Nebraska,162,3.0,1806.0,126020,-9.3
Brown,Nebraska,207,2.0,2903.0,243081,-5.9
Buffalo,Nebraska,4324,48.0,50129.0,2792335,-3
Burt,Nebraska,520,9.0,6721.0,317430,-4.1
Butler,Nebraska,729,10.0,8349.0,290005,7.3
Cass,Nebraska,1745,13.0,26593.0,743350,0.5
Cedar,Nebraska,548,10.0,8373.0,374790,10
Chase,Nebraska,366,3.0,3881.0,321241,4.4
Cherry,Nebraska,251,4.0,5462.0,297528,9
Cheyenne,Nebraska,751,10.0,9482.0,509923,-3.9
Clay,Nebraska,549,8.0,6101.0,311115,6.3
Colfax,Nebraska,1442,18.0,10546.0,665034,3.4
Cuming,Nebraska,817,9.0,9009.0,949094,-8.2
Custer,Nebraska,637,14.0,10495.0,706323,6.4
Dakota,Nebraska,3600,56.0,21502.0,1411263,-0.6
Dawes,Nebraska,544,18.0,8151.0,263643,4.5
Dawson,Nebraska,2468,24.0,24039.0,1476349,-2.6
Deuel,Nebraska,70,0.0,1829.0,76347,-0.2
Dixon,Nebraska,490,6.0,5580.0,266808,12.4
Dodge,Nebraska,3784,42.0,37102.0,1932783,0.5
Douglas,Nebraska,53284,515.0,585010.0,44338074,-1
Dundy,Nebraska,102,4.0,1647.0,190969,3.9
Fillmore,Nebraska,408,7.0,5567.0,349192,1.9
Franklin,Nebraska,209,2.0,2885.0,74903,30.3
Frontier,Nebraska,150,1.0,2510.0,85717,17.9
Furnas,Nebraska,362,4.0,4615.0,221628,13.4
Gage,Nebraska,1837,13.0,21663.0,889545,-2.8
Garden,Nebraska,92,0.0,1883.0,76454,1.8
Garfield,Nebraska,127,3.0,1806.0,83745,10.5
Gosper,Nebraska,158,3.0,1891.0,89733,14.3
Grant,Nebraska,23,3.0,611.0,31606,5.8
Greeley,Nebraska,178,2.0,2180.0,100445,15.9
Hall,Nebraska,5835,96.0,62730.0,3212198,-2.2
Hamilton,Nebraska,712,15.0,9403.0,633458,3
Harlan,Nebraska,179,0.0,3054.0,212834,-5.3
Hayes,Nebraska,55,0.0,855.0,100373,13.7
Hitchcock,Nebraska,176,2.0,2610.0,130202,6.8
Holt,Nebraska,675,13.0,10083.0,635362,5.6
Hooker,Nebraska,47,1.0,707.0,33798,3.3
Howard,Nebraska,470,13.0,6496.0,234212,2.3
Jefferson,Nebraska,555,1.0,7260.0,398966,0.7
Johnson,Nebraska,540,5.0,5288.0,165609,-0.6
Kearney,Nebraska,583,4.0,6695.0,338207,-0.4
Keith,Nebraska,583,2.0,8322.0,377237,-0.6
Keya Paha,Nebraska,38,0.0,763.0,36479,36.6
Kimball,Nebraska,339,4.0,3401.0,151373,11.2
Knox,Nebraska,673,5.0,8383.0,445193,10.2
Lancaster,Nebraska,22654,152.0,322910.0,17483605,-1.2
Lincoln,Nebraska,3013,27.0,34551.0,2231277,-5.1
Logan,Nebraska,69,0.0,714.0,33083,17.7
Loup,Nebraska,36,0.0,606.0,45368,-5.7
Madison,Nebraska,3875,39.0,35473.0,2280178,-1.3
McPherson,Nebraska,21,0.0,396.0,26537,26.5
Merrick,Nebraska,594,11.0,7659.0,382422,-8.9
Morrill,Nebraska,404,11.0,4539.0,483373,-9.5
Nance,Nebraska,347,9.0,3382.0,111974,9.3
Nemaha,Nebraska,480,10.0,7088.0,659361,-3.5
Nuckolls,Nebraska,299,1.0,4081.0,240529,-4.4
Otoe,Nebraska,1003,2.0,15892.0,1149045,1.4
Pawnee,Nebraska,157,1.0,2536.0,101978,10.2
Perkins,Nebraska,230,11.0,2851.0,296171,-1.7
Phelps,Nebraska,743,8.0,8968.0,832277,0
Pierce,Nebraska,533,19.0,7328.0,335916,0.7
Platte,Nebraska,3513,41.0,34280.0,2401176,0.7
Polk,Nebraska,463,15.0,5225.0,283483,-7.4
Red Willow,Nebraska,950,5.0,10671.0,492055,2.2
Richardson,Nebraska,518,15.0,7836.0,336173,-3.3
Rock,Nebraska,99,2.0,1267.0,94664,12.3
Saline,Nebraska,1740,3.0,14249.0,959787,5.4
Sarpy,Nebraska,15804,78.0,191114.0,7951490,-0.5
Saunders,Nebraska,1784,10.0,22361.0,712096,1.2
Scotts Bluff,Nebraska,4119,50.0,36002.0,1598698,-3.3
Seward,Nebraska,1571,20.0,17605.0,703393,-3.3
Sheridan,Nebraska,385,10.0,5097.0,293705,11.2
Sherman,Nebraska,151,4.0,2956.0,106628,10.7
Sioux,Nebraska,27,0.0,1144.0,91998,-4.4
Stanton,Nebraska,313,8.0,5824.0,330215,20.4
Thayer,Nebraska,382,3.0,5013.0,356595,-1.8
Thomas,Nebraska,46,0.0,671.0,38106,3.3
Thurston,Nebraska,706,9.0,6769.0,401383,4.3
Valley,Nebraska,249,3.0,4048.0,268900,4.6
Washington,Nebraska,1627,17.0,20904.0,,
Wayne,Nebraska,877,6.0,9687.0,,
Webster,Nebraska,273,3.0,3387.0,,
Wheeler,Nebraska,28,0.0,773.0,,
York,Nebraska,1345,10.0,14084.0,,
Carson City,Nevada,5016,57.0,,3384312,-2.7
Churchill,Nevada,1381,39.0,25539.0,1089140,0.2
Clark,Nevada,170032,2379.0,2273386.0,112479170,-10.3
Douglas,Nevada,1974,16.0,49468.0,2392556,-2
Elko,Nevada,3862,33.0,53750.0,2658854,-3.3
Esmeralda,Nevada,32,0.0,730.0,40443,-6.3
Eureka,Nevada,29,0.0,1847.0,1508698,3.6
Humboldt,Nevada,813,10.0,17283.0,1310253,-0.1
Lander,Nevada,384,7.0,5725.0,900608,-1.5
Lincoln,Nevada,277,1.0,4502.0,151868,0.5
Lyon,Nevada,2163,44.0,59431.0,1554508,-0.3
Mineral,Nevada,199,4.0,4553.0,205798,1.7
Nye,Nevada,1975,43.0,51968.0,1745117,-0.7
Pershing,Nevada,829,9.0,6639.0,312960,17.2
Storey,Nevada,66,2.0,4106.0,1722686,22.1
Washoe,Nevada,35756,489.0,487388.0,24576886,-1
White Pine,Nevada,377,3.0,9079.0,650330,18.7
Belknap,New Hampshire,1934,47.0,63743.0,2605173,-4.3
Carroll,New Hampshire,905,4.0,50212.0,1997148,-2
Cheshire,New Hampshire,1263,7.0,76501.0,3498185,-2.2
Coos,New Hampshire,662,15.0,31173.0,1130355,-1
Grafton,New Hampshire,1127,9.0,91123.0,6232922,-3
Hillsborough,New Hampshire,17624,435.0,422705.0,25201608,-0.1
Merrimack,New Hampshire,4793,64.0,153922.0,9078358,-3.6
Rockingham,New Hampshire,10918,141.0,314430.0,20404551,-3
Strafford,New Hampshire,3489,31.0,131006.0,5528962,-3.6
Sullivan,New Hampshire,430,6.0,43033.0,1466502,0.2
Unknown,New Hampshire,883,0.0,,,
Atlantic,New Jersey,12200,368.0,274191.0,12472343,-11.2
Bergen,New Jersey,47362,2318.0,954774.0,72096353,-5.9
Burlington,New Jersey,21221,624.0,461862.0,26177916,-2.1
Camden,New Jersey,28693,818.0,523204.0,23035400,-5.5
Cape May,New Jersey,2403,135.0,95077.0,4993336,-6.2
Cumberland,New Jersey,7853,225.0,153848.0,5877225,-3.2
Essex,New Jersey,47442,2391.0,862032.0,50444200,-10.7
Gloucester,New Jersey,14133,386.0,302607.0,14879439,-3.7
Hudson,New Jersey,44104,1699.0,722655.0,42872666,-3.9
Hunterdon,New Jersey,3800,139.0,128839.0,7115090,-5.8
Mercer,New Jersey,18790,720.0,386759.0,33378088,-1.5
Middlesex,New Jersey,45012,1677.0,861908.0,57406650,-4.3
Monmouth,New Jersey,31937,1040.0,643163.0,33433421,-4.4
Morris,New Jersey,20284,958.0,509001.0,50101633,-2.9
Ocean,New Jersey,32509,1356.0,638824.0,19992788,-4.7
Passaic,New Jersey,40033,1458.0,523100.0,20416500,-4.7
Salem,New Jersey,2764,112.0,64859.0,4683214,9.1
Somerset,New Jersey,12688,664.0,345014.0,38449526,-2.7
Sussex,New Jersey,4478,215.0,144082.0,4681076,-6.2
Union,New Jersey,36683,1556.0,574349.0,35555291,-3.1
Unknown,New Jersey,1057,0.0,,,
Warren,New Jersey,3935,183.0,109595.0,3833292,-6.7
Bernalillo,New Mexico,40808,569.0,676581.0,34414788,-3.2
Catron,New Mexico,55,3.0,3612.0,76517,10.3
Chaves,New Mexico,7197,92.0,65168.0,2014179,-4.2
Cibola,New Mexico,2781,73.0,27076.0,568520,2.2
Colfax,New Mexico,665,24.0,12332.0,433164,-4.1
Curry,New Mexico,4041,45.0,48325.0,2835595,-0.9
De Baca,New Mexico,97,0.0,1678.0,83763,1
Doña Ana,New Mexico,17691,280.0,219899.0,6891476,-5.1
Eddy,New Mexico,4544,70.0,62257.0,8505572,4.6
Grant,New Mexico,904,13.0,28209.0,1107681,-14.7
Guadalupe,New Mexico,525,5.0,4447.0,137334,-5.9
Harding,New Mexico,8,0.0,660.0,71826,35.6
Hidalgo,New Mexico,240,8.0,4149.0,197853,-3.4
Lea,New Mexico,6971,90.0,74586.0,7336810,4.2
Lincoln,New Mexico,1040,10.0,20296.0,585479,-2
Los Alamos,New Mexico,284,0.0,19424.0,2115114,3.9
Luna,New Mexico,2365,43.0,25420.0,762185,1.4
McKinley,New Mexico,9807,341.0,72630.0,2489500,-2.7
Mora,New Mexico,121,1.0,4184.0,101559,-1
Otero,New Mexico,3247,38.0,67861.0,2466641,-1.1
Quay,New Mexico,332,7.0,8721.0,269155,-0.8
Rio Arriba,New Mexico,2285,42.0,40264.0,1222481,3.8
Roosevelt,New Mexico,1503,27.0,19118.0,663612,-1.7
San Juan,New Mexico,10155,296.0,121429.0,5687349,-4.2
San Miguel,New Mexico,846,4.0,27115.0,600609,-1.6
Sandoval,New Mexico,8161,130.0,149218.0,3654936,-1.2
Santa Fe,New Mexico,7529,75.0,154977.0,6233797,-8.7
Sierra,New Mexico,532,35.0,11526.0,267872,4.3
Socorro,New Mexico,954,42.0,16565.0,457821,-2.6
Taos,New Mexico,1152,39.0,34392.0,904267,-5.6
Torrance,New Mexico,524,4.0,15051.0,372965,3.7
Union,New Mexico,354,7.0,4067.0,211814,6.9
Valencia,New Mexico,5179,66.0,76329.0,1412021,1.2
Albany,New York,11585,202.0,314368.0,29185491,-3.4
Allegany,New York,1831,72.0,46373.0,1400168,-7
Broome,New York,8157,204.0,198199.0,8392724,-5.2
Cattaraugus,New York,2498,42.0,76907.0,2668599,-7.3
Cayuga,New York,2894,20.0,76095.0,2697108,-4.3
Chautauqua,New York,3518,21.0,127424.0,4486713,-7
Chemung,New York,4531,96.0,83882.0,3483421,-4.7
Chenango,New York,1214,21.0,47073.0,2136795,-4.8
Clinton,New York,1075,8.0,79715.0,3416812,-7.6
Columbia,New York,1630,60.0,61550.0,2185540,-7.6
Cortland,New York,2070,32.0,46723.0,1656553,-2.4
Delaware,New York,707,10.0,44186.0,,
Dutchess,New York,12082,234.0,295742.0,,
Erie,New York,41252,1194.0,953254.0,,
Essex,New York,578,16.0,37336.0,,
Franklin,New York,761,9.0,47527.0,,
Fulton,New York,1285,36.0,53160.0,,
Genesee,New York,2681,51.0,58258.0,,
Greene,New York,1322,21.0,47890.0,,
Hamilton,New York,102,1.0,5078.0,,
Herkimer,New York,2138,24.0,60007.0,,
Jefferson,New York,1783,9.0,116134.0,,
Lewis,New York,910,13.0,26538.0,,
Livingston,New York,1863,24.0,61699.0,,
Madison,New York,2289,66.0,67890.0,,
Monroe,New York,33755,563.0,758554.0,,
Montgomery,New York,1307,43.0,49433.0,,
Nassau,New York,87904,2390.0,1393978.0,,
New York City,New York,430863,25144.0,,,
Niagara,New York,8444,176.0,212252.0,8999276,-4.2
Oneida,New York,12111,248.0,231695.0,10243087,-4.2
Onondaga,New York,21146,426.0,475653.0,28601221,-4
Ontario,New York,3254,62.0,112475.0,5828178,-3.7
Orange,New York,23372,510.0,401322.0,17682023,-2.5
Orleans,New York,1359,62.0,40236.0,1227794,2.8
Oswego,New York,3425,36.0,117351.0,6237145,-0.2
Otsego,New York,1205,16.0,58351.0,2484903,-6.8
Putnam,New York,4831,67.0,97660.0,3538471,-5.3
Rensselaer,New York,4269,81.0,160923.0,7556522,2.6
Rockland,New York,27510,585.0,338121.0,15301402,-5.3
Saratoga,New York,5588,40.0,235689.0,11084061,-5.6
Schenectady,New York,5913,83.0,157861.0,8474313,-5.4
Schoharie,New York,554,5.0,29720.0,1038925,-10.8
Schuyler,New York,526,10.0,17857.0,480816,-7
Seneca,New York,790,35.0,33715.0,1485722,-9.4
St. Lawrence,New York,2084,42.0,108311.0,4387651,-2.1
Steuben,New York,3406,120.0,93363.0,4198766,-7.9
Suffolk,New York,96057,2299.0,1524099.0,88624943,-4.3
Sullivan,New York,3106,40.0,78643.0,2833329,-5.6
Tioga,New York,1679,54.0,48355.0,1850653,-4.2
Tompkins,New York,2079,14.0,105404.0,5682740,-6
Ulster,New York,5679,141.0,181687.0,6744721,-5.3
Warren,New York,1156,32.0,65638.0,4198203,-4.2
Washington,New York,825,15.0,61143.0,,
Wayne,New York,2559,36.0,91103.0,,
Westchester,New York,69660,1664.0,1003245.0,,
Wyoming,New York,1367,22.0,40401.0,,
Yates,New York,501,10.0,24709.0,,
Alamance,North Carolina,10397,117.0,171842.0,5713732,-2.8
Alexander,North Carolina,2662,30.0,36430.0,766362,-3.5
Alleghany,North Carolina,638,2.0,10899.0,271455,2.4
Anson,North Carolina,1407,26.0,22030.0,749709,-4.9
Ashe,North Carolina,1212,27.0,26569.0,742062,-4.2
Avery,North Carolina,1342,15.0,17798.0,579756,-4.4
Beaufort,North Carolina,2534,61.0,44618.0,1812295,-3.5
Bertie,North Carolina,1204,27.0,17851.0,641633,-6.4
Bladen,North Carolina,1843,24.0,29599.0,1322637,-1.9
Brunswick,North Carolina,4402,72.0,138084.0,4322998,-2.8
Buncombe,North Carolina,9195,169.0,269621.0,13592155,-5.5
Burke,North Carolina,6195,75.0,87546.0,2364233,-3.9
Cabarrus,North Carolina,11161,146.0,227065.0,7138987,-3.5
Caldwell,North Carolina,5842,28.0,80512.0,2189630,-1.9
Camden,North Carolina,285,5.0,10398.0,142650,5.8
Carteret,North Carolina,2723,17.0,67656.0,2341621,-5.7
Caswell,North Carolina,1160,9.0,22694.0,326780,-1.8
Catawba,North Carolina,11101,158.0,160747.0,8205518,-4.8
Chatham,North Carolina,2905,65.0,76611.0,1539945,-4.4
Cherokee,North Carolina,1257,15.0,28833.0,742431,1.6
Chowan,North Carolina,821,20.0,13666.0,584131,-6.4
Clay,North Carolina,368,5.0,11118.0,234162,-1.3
Cleveland,North Carolina,6675,139.0,99725.0,3953948,-4.5
Columbus,North Carolina,3629,83.0,50505.0,1356650,-0.3
Craven,North Carolina,5127,83.0,100552.0,4478427,-1.9
Cumberland,North Carolina,13900,138.0,334370.0,15830084,-1.5
Currituck,North Carolina,649,11.0,28385.0,708992,-7.4
Dare,North Carolina,1024,5.0,37001.0,2151853,-8.2
Davidson,North Carolina,8700,85.0,169131.0,4367530,-4.7
Davie,North Carolina,2112,13.0,42806.0,1294265,-1.6
Duplin,North Carolina,4227,67.0,48675.0,1980410,-5.6
Durham,North Carolina,15173,144.0,325602.0,32874240,2.2
Edgecombe,North Carolina,3227,81.0,48697.0,1496159,-4.2
Forsyth,North Carolina,20643,221.0,382733.0,23734226,-11.3
Franklin,North Carolina,3186,37.0,69060.0,1539431,0.1
